CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
PHYS0408,Course PHYS0408,Spring,Postgraduate,Online,u0000405 u0001950 u0001999 u0001569 u0001486 u0001767 u0000660 u0001000 u0000617 u0001464 u0001352 u0000733 u0001759 u0001740 u0000263 u0001860 u0000418 u0001158 u0001040 u0001821 u0000424 u0000765 u0001574 u0001893 u0001209 u0000260 u0001814 u0001184 u0001187 u0000450 u0001358 u0000593 u0001117 u0001245 u0000219 u0000519 u0000899 u0000964 u0001956 u0000971 u0000056 u0000146 u0001302 u0001439 u0001079 u0001627 u0000864 u0001131 u0001013 u0000506 u0000606 u0000028 u0001559 u0000701 u0001452 u0001386 u0000314 u0000007 u0001204 u0000867 u0000095 u0001662 u0000115 u0001062 u0001631 u0001308 u0001628 u0000704 u0000820 u0000566 u0000697 u0001104 u0000774 u0001903 u0001109 u0001967 u0001865 u0001942 u0001764 u0001480 u0000461 u0000605 u0001442 u0000527 u0001763 u0000602 u0000272,u0002408
PHYS0409,Course PHYS0409,Summer,Postgraduate,Blended,u0001743 u0000479 u0000682 u0000392 u0001427 u0000806 u0000878 u0000475 u0000764 u0001355 u0001264 u0001887 u0000970 u0001751 u0000088 u0001590 u0000330 u0001412 u0001749 u0000034,u0002409
BIOL0410,Course BIOL0410,Semester 1,Postgraduate,Blended,u0000320 u0001891 u0001041 u0001486 u0000229 u0000454 u0001913 u0001175 u0000652 u0000251 u0001228 u0001972 u0001995 u0000944 u0001728 u0001535 u0000969 u0001134 u0000900 u0000338 u0001613 u0000302 u0001685 u0000019 u0000663 u0000133 u0001340 u0000678 u0000217 u0001066 u0000398 u0001833 u0000615 u0001722 u0000901 u0000205 u0000679 u0000949 u0001126 u0000885 u0001033 u0001627 u0001200 u0000556 u0000388 u0001427 u0000104 u0000918 u0000732 u0000371 u0000992 u0001137 u0001167 u0001945 u0001924 u0001055 u0000237 u0000394 u0001687 u0000129 u0001093 u0001682 u0000191 u0000997 u0000153 u0001125 u0000476 u0000638 u0001481 u0000914 u0000162 u0000311 u0000711 u0001267 u0000127 u0000527 u0000670 u0000555,u0002410
MGMT0411,Course MGMT0411,Winter,Undergraduate,Blended,u0000022 u0000868 u0000754 u0000547 u0001415 u0000635 u0000883 u0001002 u0001728 u0000954 u0001568 u0001036 u0000666 u0001919 u0000844 u0001270 u0001882 u0000549 u0000710 u0000426 u0001867 u0001035 u0000833 u0001892 u0001345 u0001685 u0001031 u0001479 u0001540 u0001170 u0001117 u0000133 u0000372 u0001124 u0001340 u0001576 u0000277 u0000120 u0001527 u0000960 u0001421 u0001428 u0000865 u0000597 u0000136 u0000985 u0000480 u0000149 u0000285 u0000817 u0000624 u0000122 u0000429 u0000966 u0000276 u0000142 u0001349 u0001762 u0001192 u0001141 u0001309 u0001598 u0000159 u0001544 u0001123 u0001615 u0000434 u0001109 u0000520 u0000410 u0000399 u0000265 u0000487 u0000619 u0001473 u0001698 u0000827 u0000327,u0002411
MATH0412,Course MATH0412,Autumn,Undergraduate,Blended,u0001405 u0001016 u0000953 u0001273 u0001073 u0000947 u0001343 u0000928 u0000047 u0000723 u0000836 u0000569 u0000407 u0001927 u0000429 u0001143 u0000390 u0000072 u0001730 u0001005 u0001637 u0001542 u0001393 u0000215 u0000765 u0001973 u0001991 u0001024,u0002412
LAWS0413,Course LAWS0413,Semester 1,Postgraduate,On Campus,u0001985 u0000449 u0001306 u0000705 u0001990 u0001310 u0001302 u0000182 u0001079 u0000242 u0000378 u0001341 u0000704 u0001872 u0001649 u0001477 u0001503 u0000676 u0000538 u0000567 u0001752 u0001895 u0000623 u0000203 u0001575 u0000983 u0001434 u0000344 u0001739 u0001927 u0000794 u0001786 u0001242 u0001085 u0001865 u0000993 u0000475 u0001532 u0000852 u0000402 u0000655 u0001962 u0001480 u0000653 u0000218 u0000370 u0001137 u0000950 u0001954 u0001838 u0001632 u0000353 u0000605 u0001833 u0001288 u0000046 u0000025 u0001098 u0001074 u0001886 u0000940 u0000856 u0001818 u0001991 u0000730 u0001511 u0000877 u0000082 u0000793,u0002413
BUSN0414,Course BUSN0414,Autumn,Undergraduate,Online,u0000254 u0000260 u0001891 u0000020 u0001770 u0001266 u0001409 u0001301 u0001153 u0000483 u0000963 u0000526 u0000229 u0000985 u0001054 u0000168 u0000991 u0000915 u0001895 u0000512 u0000183 u0001939 u0000381 u0001424 u0000453 u0001699 u0000740 u0000523 u0000564 u0000132 u0001936 u0000701 u0001452 u0000351 u0000494 u0001027 u0000408 u0001604 u0000389 u0000078 u0000400 u0000912 u0000331 u0000459 u0000357 u0000711 u0000942 u0000460 u0000758 u0000335 u0001205 u0001823 u0000385 u0000486 u0000057 u0000298 u0001601 u0001247 u0001483 u0001105 u0001700,u0002414
ENGN0415,Course ENGN0415,Winter,Undergraduate,On Campus,u0000943 u0001041 u0000963 u0001582 u0000229 u0001550 u0000909 u0000672 u0001912 u0000407 u0001759 u0001740 u0001484 u0001797 u0000819 u0001723 u0000367 u0000634 u0000262 u0000182 u0001998 u0000676 u0001920 u0001387 u0001223 u0000511 u0001989 u0001170 u0001498 u0001117 u0000050 u0001354 u0000170 u0001815 u0001599 u0000720 u0001028 u0000205 u0000102 u0000955 u0000212 u0000295 u0000027 u0000442 u0000727 u0001013 u0000893 u0001052 u0000429 u0001655 u0000286 u0000181 u0000706 u0000166 u0001798 u0001924 u0000659 u0001141 u0001309 u0001136 u0000699 u0000722 u0001822 u0000264 u0001003 u0000855 u0000410 u0000945 u0001111 u0000425 u0000904 u0000581 u0000641 u0001045 u0000330 u0000887 u0001856 u0000827 u0000486 u0001433 u0001557 u0000268,u0002415
LAWS0416,Course LAWS0416,Semester 2,Postgraduate,Blended,u0001669 u0000254 u0001778 u0001950 u0001041 u0000121 u0001786 u0001001 u0001675 u0000802 u0000058 u0001911 u0001191 u0001723 u0000944 u0000739 u0001964 u0000260 u0001952 u0000302 u0001814 u0001892 u0001223 u0001257 u0000092 u0000663 u0001733 u0001974 u0000001 u0001521 u0000086 u0000790 u0001553 u0000316 u0001845 u0001748 u0000691 u0001776 u0001073 u0000526 u0001090 u0001618 u0000898 u0000344 u0001316 u0000253 u0001783 u0001680 u0000111 u0001285 u0000719 u0001053 u0000049 u0000684 u0001512 u0001507 u0001435 u0000470 u0001631 u0000477 u0001646 u0001197 u0000139 u0000430 u0001003 u0000296 u0001683 u0000035 u0000118 u0000641 u0001045 u0000321 u0001980 u0000589 u0000303 u0001558 u0001442 u0001732 u0001933 u0001037,u0002416
CBEA0417,Course CBEA0417,Semester 2,Undergraduate,Online,u0001096 u0000151 u0001999 u0001238 u0000880 u0000629 u0001061 u0001636 u0001280 u0000644 u0000381 u0001495 u0000371 u0001347 u0001975 u0001844 u0000573 u0001462 u0000738 u0000548 u0000755 u0000040 u0000427 u0000561 u0000758 u0001305 u0000193 u0000527 u0001757,u0002417
BIOL0418,Course BIOL0418,Semester 2,Undergraduate,On Campus,u0000818 u0000718 u0000987 u0001950 u0000724 u0001041 u0000677 u0000525 u0001078 u0001641 u0001983 u0001855 u0000150 u0000652 u0000819 u0001331 u0000220 u0001988 u0001608 u0001745 u0001929 u0001482 u0000549 u0000270 u0001731 u0000152 u0001446 u0001928 u0000784 u0001479 u0001221 u0000692 u0001451 u0001909 u0000246 u0000695 u0001425 u0001211 u0000343 u0000292 u0000149 u0001361 u0000898 u0000122 u0001092 u0000042 u0001427 u0001316 u0000085 u0001611 u0001181 u0001943 u0001075 u0000394 u0000551 u0001144 u0000659 u0000009 u0001362 u0000062 u0001016 u0000578 u0000669 u0000590 u0000854 u0000910 u0001939 u0000521 u0000939 u0000627 u0001751 u0001480 u0000875 u0000103 u0001556 u0000187 u0000640 u0000610,u0002418
COMP0419,Course COMP0419,Autumn,Undergraduate,Blended,u0001586 u0001628 u0000449 u0000718 u0000786 u0001310 u0000106 u0001011 u0000963 u0000283 u0000306 u0001341 u0000930 u0000632 u0000145 u0001720 u0001841 u0001344 u0000238 u0000915 u0001474 u0000754 u0000496 u0001476 u0000233 u0000344 u0000035 u0001070 u0000661 u0000429 u0001970 u0001010 u0001520 u0000740 u0001577 u0000598 u0000843 u0001462 u0000277 u0000800 u0001875 u0001518 u0000284 u0000218 u0001567 u0000331 u0001972 u0000683 u0000635 u0000719 u0001020 u0000120 u0001161 u0000826 u0001506 u0000545 u0000962 u0000762 u0001708 u0001177 u0000717 u0001804 u0000713 u0001028 u0001907 u0001919 u0000115 u0001126 u0001489,u0002419
LAWS0420,Course LAWS0420,Winter,Postgraduate,Blended,u0001173 u0001894 u0000990 u0001926 u0000479 u0000841 u0001950 u0000032 u0001930 u0000995 u0000928 u0001536 u0000696 u0001649 u0000243 u0001114 u0000325 u0000234 u0000815 u0001750 u0000355 u0000893 u0001138 u0000570 u0000420 u0000935 u0001254 u0000732 u0000521 u0001250 u0001484 u0000048 u0000349 u0000088 u0001889 u0001029 u0001680 u0000331 u0001594 u0001665 u0000759 u0001904 u0001856 u0000545 u0001984 u0001826 u0001404 u0000367 u0000337 u0000891 u0000659 u0001704 u0000130 u0000765 u0001449,u0002420
HIST0421,Course HIST0421,Semester 2,Postgraduate,Blended,u0000675 u0000395 u0001555 u0000897 u0000234 u0001840 u0000039 u0000489 u0001200 u0000817 u0000420 u0001427 u0000644 u0001172 u0000085 u0001244 u0001758 u0000749 u0001453 u0000408 u0000357 u0000005 u0000415 u0001298 u0001289 u0000220 u0000311 u0001058 u0001180 u0001491 u0000239 u0000790 u0000261 u0000971 u0001593 u0000164,u0002421
CHEM0422,Course CHEM0422,Semester 1,Undergraduate,On Campus,u0001571 u0000437 u0001629 u0000160 u0000449 u0000953 u0000022 u0001299 u0000540 u0001194 u0000238 u0000688 u0001170 u0000698 u0001828 u0000374 u0001120 u0000429 u0001942 u0000118 u0000132 u0000143 u0001851 u0001940 u0001698 u0001512 u0000527 u0000892 u0000215 u0001466 u0000937 u0001862,u0002422
BUSN0423,Course BUSN0423,Spring,Postgraduate,On Campus,u0001021 u0001735 u0001544 u0000089 u0000106 u0001153 u0001822 u0001873 u0001580 u0000373 u0001329 u0001133 u0000354 u0000696 u0001898 u0001165 u0001578 u0001054 u0000325 u0001407 u0000474 u0001391 u0000339 u0001003 u0000511 u0001979 u0001374 u0001671 u0000273 u0000657 u0000712 u0000390 u0001263 u0001094 u0000715 u0001832 u0001333 u0000552 u0001098 u0001765 u0000801 u0001799 u0001093 u0000973 u0001444 u0000872,u0002423
COMP0424,Course COMP0424,Autumn,Undergraduate,Blended,u0001156 u0000375 u0000501 u0001814 u0000651 u0000045 u0001873 u0000597 u0000188 u0000306 u0000708 u0001536 u0000177 u0000244 u0001104 u0001382 u0000076 u0000392 u0001221 u0001188 u0000121 u0000698 u0000520 u0001759 u0000301 u0000601 u0001115 u0001844 u0000851 u0001819 u0001764 u0001789 u0001049 u0000315 u0001348 u0001705 u0000912 u0001883 u0000683 u0000883 u0001139 u0000308 u0001113 u0000396 u0000046 u0000025 u0000770 u0001901 u0000804 u0000403 u0001098 u0001905 u0001572 u0001008 u0001071 u0001519 u0001146 u0000679 u0000155 u0001973 u0001574 u0001232 u0001483 u0001466 u0001777 u0000647 u0001658,u0002424
CHEM0425,Course CHEM0425,Winter,Postgraduate,On Campus,u0001959 u0000990 u0000045 u0001925 u0000188 u0001800 u0001992 u0001744 u0000014 u0001693 u0001175 u0001010 u0000598 u0000077 u0001665 u0000356 u0001499 u0001461 u0000380 u0001728 u0001842 u0001231 u0000403 u0000385 u0000182 u0001928 u0000687 u0000051 u0000905 u0000281 u0001199 u0001100 u0000499 u0001632 u0000376 u0000416 u0001060 u0001160 u0000971 u0001596 u0000885 u0000643 u0000089 u0001931 u0001302 u0000787 u0000041 u0001090 u0001660 u0000898 u0000513 u0000661 u0001624 u0001064 u0000094 u0001244 u0001452 u0001564 u0000383 u0001588 u0000490 u0000962 u0001984 u0000551 u0000095 u0000239 u0001955 u0000259 u0001212 u0001634 u0001465 u0001968 u0001592 u0000665 u0001494 u0000075 u0000475 u0000214 u0000881 u0001504 u0001290 u0001764 u0000131 u0001832 u0000162 u0000994 u0000427 u0001098 u0001824 u0001416 u0000268,u0002425
ENGN0426,Course ENGN0426,Autumn,Undergraduate,Online,u0001096 u0001857 u0000763 u0001389 u0001837 u0001296 u0000483 u0001105 u0000815 u0000471 u0001119 u0001387 u0001253 u0000584 u0001323 u0001120 u0001009 u0001549 u0000663 u0001357 u0000870 u0001284 u0000655 u0001100 u0000516 u0000387 u0001415 u0001029 u0000415 u0000654 u0001755 u0001075 u0000863 u0001473 u0000908 u0000873 u0001081 u0001232 u0000591 u0001560,u0002426
MGMT0427,Course MGMT0427,Spring,Undergraduate,Blended,u0001096 u0000479 u0000036 u0001880 u0001957 u0000974 u0001582 u0000195 u0000795 u0001993 u0001265 u0000839 u0001168 u0001070 u0001484 u0001143 u0001289 u0000046 u0001842 u0001443 u0001205 u0001371 u0001277 u0000786 u0000266 u0000417 u0000426 u0000676 u0000567 u0000958 u0000233 u0001449 u0001085 u0001530 u0001936 u0001100 u0000933 u0000217 u0000792 u0000587 u0001753 u0001177 u0001601 u0001429 u0001472 u0000089 u0000483 u0001563 u0001618 u0000285 u0000624 u0000344 u0000028 u0001796 u0000181 u0000200 u0000110 u0001271 u0001673 u0001305 u0000908 u0000789 u0001991 u0001362 u0001101 u0000070 u0001197 u0000808 u0000109 u0000264 u0001545 u0001328 u0001792 u0000989 u0000853 u0000399 u0000400 u0000363 u0001684 u0001806 u0000664 u0001178 u0001820 u0001557 u0001489,u0002427
MATH0428,Course MATH0428,Winter,Undergraduate,Online,u0000126 u0000747 u0000108 u0001870 u0000577 u0000928 u0000998 u0000700 u0000917 u0001540 u0001766 u0001737 u0001855 u0001245 u0001451 u0001347 u0001115 u0001764 u0001974 u0001314,u0002428
HIST0429,Course HIST0429,Semester 2,Postgraduate,Blended,u0001868 u0001985 u0001183 u0001012 u0001646 u0000291 u0001079 u0001035 u0001569 u0001898 u0001726 u0000632 u0001992 u0000249 u0001686 u0000796 u0001840 u0001661 u0001912 u0000339 u0000574 u0001051 u0000185 u0001710 u0000273 u0001997 u0001909 u0000349 u0001534 u0000444 u0000315 u0000685 u0001656 u0001029 u0001514 u0000012 u0000994 u0000548 u0000314 u0001924 u0001765 u0000788 u0001725 u0000095 u0000137 u0001511 u0000346,u0002429
MATH0430,Course MATH0430,Summer,Postgraduate,Online,u0001682 u0001697 u0000173 u0001262 u0001685 u0000157 u0000977 u0000523 u0000284 u0000251 u0001830 u0001415 u0000217 u0001714 u0001708 u0001529 u0001141 u0001015 u0001647 u0001721 u0001560 u0001097,u0002430
MATH0431,Course MATH0431,Semester 2,Undergraduate,On Campus,u0001668 u0001546 u0001966 u0001926 u0001784 u0001918 u0000070 u0000345 u0001397 u0000526 u0000289 u0001345 u0001587 u0001872 u0001099 u0001131 u0000325 u0000991 u0000821 u0001513 u0001643 u0000517 u0001616 u0000224 u0001003 u0000511 u0000973 u0000407 u0000092 u0000157 u0000453 u0001171 u0000732 u0000199 u0001234 u0000945 u0001124 u0001481 u0001140 u0001909 u0001667 u0001181 u0000058 u0001718 u0000321 u0000088 u0000240 u0000389 u0000630 u0000258 u0001787 u0001285 u0000123 u0000250 u0000826 u0000899 u0001727 u0001836 u0001595 u0001662 u0000009 u0000559 u0000140 u0000602 u0001362 u0000138 u0000115 u0001126 u0001336 u0000588 u0001596,u0002431
CBEA0432,Course CBEA0432,Semester 2,Postgraduate,On Campus,u0000846 u0000022 u0000745 u0000289 u0001265 u0001001 u0000656 u0000532 u0000825 u0001190 u0001887 u0001228 u0000408 u0000370 u0001499 u0001132 u0001315 u0001842 u0001222 u0000961 u0000528 u0001712 u0000057 u0000137 u0000346 u0000549 u0001423 u0000397 u0001873 u0001187 u0000174 u0001394 u0001047 u0000392 u0001221 u0000687 u0001396 u0001327 u0001082 u0001915 u0001922 u0000901 u0000310 u0001623 u0001247 u0000079 u0001996 u0000316 u0001444 u0001235 u0001607 u0000469 u0001219 u0001606 u0000471 u0000285 u0000513 u0001616 u0000506 u0000631 u0001816 u0000505 u0001303 u0000142 u0001181 u0000110 u0001027 u0001029 u0000166 u0001738 u0001834 u0000161 u0001408 u0000814 u0000861 u0000772 u0000109 u0000203 u0000238 u0001903 u0000296 u0000075 u0000941 u0000425 u0001418 u0001390 u0001901 u0001708 u0000493,u0002432
BIOL0433,Course BIOL0433,Summer,Postgraduate,Blended,u0001891 u0001734 u0000188 u0000189 u0000195 u0000791 u0001649 u0001661 u0000224 u0001979 u0001927 u0001855 u0001164 u0000251 u0000043 u0000455 u0000220 u0001568 u0001404 u0000015 u0001893 u0001929 u0000338 u0001896 u0001423 u0001547 u0001022 u0001187 u0000168 u0000174 u0000011 u0001280 u0001541 u0001340 u0001830 u0000738 u0000725 u0001954 u0000128 u0001599 u0000428 u0001823 u0000592 u0001719 u0001642 u0001757 u0001126 u0001429 u0001472 u0000760 u0000596 u0000957 u0001389 u0001431 u0000726 u0000690 u0001660 u0000471 u0001304 u0000371 u0000190 u0000992 u0000253 u0000198 u0001406 u0001619 u0001518 u0001195 u0001412 u0001271 u0000702 u0000858 u0001074 u0001422 u0001955 u0000332 u0000477 u0000468 u0001373 u0001646 u0001578 u0000895 u0000440 u0000886 u0000681 u0000855 u0001706 u0001953 u0000482 u0001940 u0000711 u0001854 u0001614 u0001620 u0000934 u0001072 u0000484 u0000347 u0001105 u0000401,u0002433
HIST0434,Course HIST0434,Winter,Undergraduate,On Campus,u0000328 u0000332 u0001488 u0001664 u0001007 u0000354 u0000145 u0000377 u0000784 u0001752 u0000185 u0001754 u0001292 u0001190 u0001860 u0000107 u0001833 u0001558 u0001220 u0001698 u0001704,u0002434
CHEM0435,Course CHEM0435,Autumn,Postgraduate,Online,u0001682 u0000885 u0000151 u0001770 u0001734 u0000590 u0000414 u0001867 u0000974 u0000188 u0001184 u0000195 u0001587 u0000985 u0000047 u0000514 u0000474 u0000238 u0000538 u0000014 u0000017 u0000842 u0001050 u0001616 u0000574 u0001805 u0000186 u0001067 u0000185 u0001120 u0000993 u0001322 u0001117 u0000158 u0000542 u0001526 u0001846 u0000694 u0001688 u0000939 u0000825 u0001758 u0000701 u0000984 u0000810 u0000391 u0001573 u0001883 u0000493 u0000123 u0001940 u0001289 u0000220 u0001620 u0001180 u0001839 u0001533 u0000024 u0001537 u0001491 u0001231 u0000124 u0001039 u0000025 u0001886 u0001103 u0001663 u0000457 u0000616 u0001309 u0001973 u0001923 u0001790 u0000379 u0001658,u0002435
CBEA0436,Course CBEA0436,Spring,Undergraduate,On Campus,u0000996 u0001843 u0001277 u0001880 u0000862 u0001822 u0000073 u0000106 u0001950 u0000262 u0000963 u0001041 u0001892 u0000267 u0000871 u0001477 u0000135 u0000575 u0000013 u0001752 u0000430 u0000496 u0000910 u0001334 u0001280 u0000138 u0001737 u0001967 u0001740 u0001172 u0000580 u0000645 u0000639 u0001492 u0001688 u0000562 u0001264 u0000641 u0000541 u0001943 u0001656 u0001590 u0000731 u0001749 u0000552 u0000857 u0000311 u0001075 u0001809 u0000404 u0001637 u0000363 u0000788 u0000551 u0000196 u0001404 u0000432 u0000827 u0000297 u0000948 u0000949 u0000602 u0001136 u0000059 u0001923 u0000208 u0000082 u0000844 u0000973 u0000037,u0002436
MATH0437,Course MATH0437,Autumn,Undergraduate,Blended,u0001769 u0000847 u0000053 u0001734 u0001332 u0001351 u0001925 u0001873 u0001159 u0001446 u0000704 u0000165 u0000723 u0000815 u0000617 u0001400 u0000917 u0000224 u0001562 u0000941 u0000522 u0000374 u0000656 u0000475 u0001316 u0000158 u0001201 u0001327 u0001797 u0000351 u0000131 u0000933 u0000078 u0000356 u0000875 u0000508 u0001988 u0001162 u0000832 u0000961 u0001198 u0000934 u0001122 u0000533 u0000428 u0000873 u0000130 u0001907 u0000988 u0001919 u0000751 u0001255 u0000588,u0002437
CBEA0438,Course CBEA0438,Winter,Undergraduate,On Campus,u0001631 u0001423 u0001351 u0000669 u0000106 u0000031 u0001330 u0001329 u0000105 u0000928 u0000434 u0000492 u0001090 u0001477 u0001685 u0000842 u0000221 u0000889 u0001703 u0000958 u0001729 u0001989 u0001360 u0001064 u0001937 u0000779 u0000673 u0000633 u0001579 u0000678 u0001418 u0000693 u0000246 u0000413 u0000383 u0001017 u0000857 u0000361 u0001506 u0001220 u0001673 u0000056 u0000428 u0000940 u0000087 u0001512 u0001060 u0001028 u0000279 u0000015 u0001229 u0001929 u0000793 u0000978 u0000268,u0002438
CHEM0439,Course CHEM0439,Autumn,Postgraduate,Online,u0001505 u0000953 u0000068 u0000188 u0000995 u0001888 u0000823 u0000325 u0001660 u0001282 u0001703 u0001448 u0000183 u0001942 u0000542 u0001975 u0000599 u0000181 u0001181 u0000110 u0000749 u0000706 u0000683 u0000828 u0001098 u0000528 u0000194 u0000666 u0000034 u0001015 u0000973 u0000037,u0002439
CHEM0440,Course CHEM0440,Semester 1,Postgraduate,Online,u0000456 u0000414 u0000823 u0001552 u0001912 u0001913 u0000573 u0000207 u0000752 u0001499 u0000954 u0000940 u0001134 u0001570 u0001242 u0000302 u0001456 u0000182 u0001230 u0001916 u0000209 u0000243 u0001344 u0001920 u0000567 u0001965 u0001280 u0001250 u0001775 u0001576 u0001538 u0001353 u0000294 u0001604 u0001610 u0000404 u0000079 u0000056 u0001472 u0000316 u0000979 u0001299 u0001073 u0001817 u0001674 u0001888 u0001627 u0001372 u0001325 u0000004 u0001981 u0000371 u0000636 u0000753 u0000304 u0000232 u0001181 u0001611 u0001348 u0000706 u0000421 u0000684 u0001086 u0000902 u0001141 u0001488 u0000126 u0000033 u0000563 u0000777 u0000566 u0001104 u0001635 u0001109 u0001502 u0001683 u0000941 u0000945 u0000601 u0002001 u0001290 u0001418 u0001480 u0001859 u0000942 u0001854 u0001267 u0000127 u0001108 u0001105 u0001820 u0000554,u0002440
PHYS0441,Course PHYS0441,Semester 1,Undergraduate,Blended,u0000718 u0000096 u0000708 u0001582 u0001870 u0000791 u0001825 u0000145 u0001548 u0000341 u0000407 u0001342 u0001357 u0001347 u0000716 u0001356 u0001534 u0000251 u0000380 u0000946 u0001018 u0000059 u0000015 u0000973 u0000608 u0000481 u0001345 u0000462 u0000211 u0001057 u0001920 u0000326 u0000450 u0000197 u0000742 u0001264 u0001185 u0001833 u0000899 u0000988 u0001553 u0001403 u0001420 u0000951 u0000847 u0000350 u0000550 u0000985 u0001850 u0001575 u0000972 u0001655 u0000966 u0000371 u0000181 u0001619 u0001386 u0001938 u0001517 u0001924 u0001662 u0001804 u0000130 u0000115 u0000588 u0001212 u0001634 u0001488 u0000097 u0001664 u0001467 u0000662 u0000665 u0000603 u0001003 u0000910 u0000917 u0001203 u0000222 u0001379 u0000171 u0000444 u0000131 u0000875 u0001473 u0000432 u0001516,u0002441
ENGN0442,Course ENGN0442,Semester 2,Undergraduate,On Campus,u0001389 u0001581 u0000540 u0000195 u0000209 u0000567 u0001200 u0001616 u0001816 u0001589 u0001320 u0001492 u0000485 u0000498 u0000650 u0001633 u0001484 u0001764 u0000802 u0000810 u0000914 u0001694 u0000217 u0001679 u0001349 u0000805 u0000615 u0000025 u0001074 u0001905 u0001107 u0000717 u0001317 u0001134 u0000948 u0000082,u0002442
CBEA0443,Course CBEA0443,Autumn,Undergraduate,Blended,u0000020 u0001544 u0000884 u0001423 u0001414 u0001351 u0001389 u0001302 u0001176 u0001145 u0001133 u0001800 u0001992 u0000864 u0001346 u0000956 u0001661 u0000013 u0000983 u0000910 u0000296 u0000202 u0001746 u0000888 u0001424 u0001009 u0000681 u0001292 u0001413 u0000523 u0000657 u0000939 u0000156 u0000712 u0000100 u0001534 u0000749 u0000642 u0000005 u0001150 u0001954 u0000455 u0000625 u0000944 u0000404 u0001802 u0001935 u0000961 u0000778 u0001091 u0001251 u0001028 u0000057 u0000960 u0000015 u0001229 u0001126 u0001531 u0000274 u0000610 u0000295 u0001417,u0002443
HIST0444,Course HIST0444,Semester 2,Undergraduate,Blended,u0000535 u0000600 u0001870 u0000708 u0001912 u0000341 u0000224 u0001927 u0001010 u0000263 u0000655 u0001694 u0000819 u0000370 u0000653 u0001995 u0001314 u0001080 u0001728 u0000944 u0000748 u0001371 u0000015 u0000530 u0000179 u0000412 u0000502 u0001867 u0001827 u0001230 u0001032 u0001114 u0001493 u0001257 u0000133 u0000431 u0001451 u0000018 u0001218 u0000006 u0001028 u0001466 u0000971 u0001571 u0000760 u0000305 u0001033 u0001079 u0000787 u0000307 u0000797 u0001391 u0001400 u0001575 u0000344 u0001427 u0000539 u0000798 u0000312 u0001215 u0000812 u0000304 u0001181 u0000315 u0001518 u0001027 u0001508 u0001468 u0000706 u0000353 u0000049 u0001506 u0001491 u0000067 u0000551 u0000659 u0001511 u0000978 u0001629 u0001682 u0001308 u0001628 u0001301 u0000997 u0000629 u0001110 u0000475 u0000425 u0000881 u0001241 u0001633 u0001764 u0000482 u0000920 u0000934 u0000432 u0000279 u0000827,u0002444
BIOL0445,Course BIOL0445,Autumn,Undergraduate,On Campus,u0000096 u0001119 u0001895 u0000983 u0000224 u0001464 u0001342 u0001284 u0000523 u0000369 u0000635 u0001995 u0001315 u0001018 u0001795 u0000367 u0001008 u0001393 u0001317 u0000973 u0001613 u0001879 u0001867 u0000105 u0001345 u0000174 u0001358 u0001479 u0000281 u0000133 u0001140 u0000217 u0000128 u0001595 u0000587 u0001186 u0000316 u0001021 u0001014 u0001748 u0000643 u0001428 u0001266 u0001238 u0001674 u0000255 u0001917 u0001372 u0001660 u0000835 u0000893 u0000506 u0000344 u0000104 u0000565 u0000371 u0001137 u0000415 u0001118 u0000099 u0000016 u0000237 u0000261 u0000667 u0001432 u0000274 u0001770 u0001478 u0000861 u0000518 u0000772 u0001407 u0000697 u0001545 u0001903 u0000248 u0000756 u0001672 u0001939 u0001110 u0001942 u0000601 u0000743 u0001889 u0001958 u0000911 u0001459 u0000527 u0000670 u0001178,u0002445
CHEM0446,Course CHEM0446,Autumn,Undergraduate,Blended,u0001868 u0000885 u0000811 u0000501 u0001187 u0001441 u0000929 u0001660 u0001445 u0001067 u0001621 u0000169 u0000226 u0000315 u0000819 u0000111 u0000303 u0001940 u0001017 u0000380 u0001904 u0001821 u0001177 u0000900 u0000295,u0002446
PHYS0447,Course PHYS0447,Semester 1,Postgraduate,On Campus,u0001156 u0001813 u0000818 u0000179 u0000846 u0001478 u0000469 u0001184 u0001436 u0001159 u0000518 u0000041 u0000514 u0001862 u0000893 u0001895 u0001387 u0000687 u0001078 u0000756 u0000888 u0001498 u0001647 u0001677 u0001286 u0001624 u0001245 u0000852 u0001504 u0001670 u0001538 u0000143 u0001534 u0000063 u0000482 u0000950 u0000875 u0001738 u0001426 u0001856 u0001839 u0000509 u0001951 u0000419 u0000827 u0001527 u0001146 u0000056 u0000667 u0000274 u0001062 u0000926,u0002447
CHEM0448,Course CHEM0448,Spring,Postgraduate,Online,u0001843 u0001016 u0000333 u0000179 u0000456 u0001176 u0000378 u0000799 u0001888 u0001446 u0000139 u0001207 u0000244 u0000603 u0000341 u0000076 u0001025 u0001163 u0001476 u0001979 u0000407 u0001111 u0001688 u0001303 u0001124 u0001215 u0001909 u0000547 u0000810 u0001269 u0001390 u0000101 u0001590 u0000217 u0000166 u0000994 u0001174 u0000162 u0001834 u0000241 u0001404 u0000827 u0000205,u0002448
